"p.1","p.2","p.3","p.4","p.5","p.6","p.7","p.8"
21.8012587938473,20.7433613377153,19.9241262238939,19.0584049219408,18.8697030841061,18.5424780767707,18.5648979943106,17.9030650486453
21.9149444899069,19.8712438453841,19.0992615954362,17.6865554592102,17.8638006151205,17.5161679247949,17.7425956851635,17.352588764558
21.8604338390403,19.7904092052643,19.064587014525,16.74298990921,16.6649341649416,15.6176029286122,16.0276521675923,15.5515285877019
21.847068553859,17.92122890334,16.5419030828444,14.8857668950646,14.3244535287187,14.2777167786708,14.075083788206,13.5592866116025
21.9053359586938,17.5095279024271,16.5128144438203,14.8404543336895,14.4958559487335,14.4212989426434,14.0899403601233,13.4299009486161
22.0395903756999,17.6922942137216,16.7384144115166,14.6746264766411,14.3868485098965,14.1441245933782,13.894405825246,13.3001902238667
20.7125424500387,17.2773200767318,16.1630375550195,13.535463263907,13.6049929898545,13.5134537303276,13.4204589567924,12.5146601401479
20.5919139172771,17.2565393435263,16.3960482437017,13.685921813016,14.1689220439341,13.7839990905884,14.8656408391553,13.779646600956
